checkout_id,member_id,book_id,checkout_date,return_date,genre,pages,publisher,checkout_count,first_name,last_name,grade,neighborhood,membership_status,join_date,publication_year
9386,1062,525,2025-07-05,,Adventure,297,Oasis Books,8,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,2015.0
9387,1065,520,2025-07-07,,Science Fiction,136,Oasis Books,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2009.0
9388,1104,515,2025-07-07,,Poetry,316,Cairo Young Readers,2,,,8.0,,,,2022.0
9389,1009,503,2025-07-09,,Historical,259,Nile Press,2,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,
9390,1063,522,2025-07-07,,Mystery,104,Cairo Young Readers,1,Layla,Fouad,6.0,Zamalek,Active,2024-06-21,2016.0
9391,1022,511,2025-07-12,,Historical,117,Nile Press,7,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,2016.0
9392,1029,523,2025-07-09,,Historical,276,Oasis Books,1,Rana,Kamel,6.0,Nasr City,Active,2023-04-03,2018.0
9393,1201,509,2025-07-10,,Mystery,221,Nile Press,2,,,8.0,,,,2011.0
9394,1005,513,2025-07-10,,Science,294,Oasis Books,4,Youssef,Halim,9.0,Maadi,Active,2024-05-05,2021.0
9395,1104,526,2025-07-05,,Science Fiction,125,Delta House,2,,,8.0,,,,2016.0
9396,1058,518,2025-07-08,,Adventure,163,Delta House,4,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,2011.0
9397,1002,521,2025-07-08,,Science,211,Cairo Young Readers,3,Fares,Saleh,9.0,Maadi,Active,,2024.0
9398,1150,530,2025-07-10,,Adventure,208,Oasis Books,1,,,8.0,,,,2012.0
9399,1041,504,2025-07-05,,Science,319,Cairo Young Readers,4,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,2009.0
9400,1055,526,2025-07-11,,Science Fiction,125,Delta House,3,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,2016.0
9401,1061,513,2025-07-06,,Science,294,Oasis Books,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,2021.0
9402,1012,509,2025-07-11,,Mystery,221,Nile Press,1,Ali,Hegazy,7.0,Maadi,Active,2025-12-08,2011.0
9403,1007,510,2025-07-07,,Mystery,134,Cairo Young Readers,4,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,2013.0
9404,1073,530,2025-07-07,,Adventure,208,Oasis Books,3,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,2012.0
9405,1003,501,2025-07-08,,Adventure,128,Nile Press,10,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,2017.0
9406,1017,507,2025-07-11,,Science,160,Nile Press,3,Adam,Badr,9.0,Maadi,Active,2025-07-12,2024.0
9407,1061,504,2025-07-06,,Science,319,Cairo Young Readers,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,2009.0
9408,1201,523,2025-07-08,,Historical,276,Oasis Books,2,,,8.0,,,,2018.0
9409,1041,512,2025-07-06,,Adventure,238,Delta House,4,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,2022.0
